mode,rank,uv_format,s_format,avg_ppl,bytes_per_token,total_bytes,total_tokens,total_tx,eval_time_s,run_json,status,error
trunc_approx,1024,mxfp8,fp8,8.315407910764742,3168.548828125,15106829664,4767744,1164,410.2764108181,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-mxfp8_s-fp8/run_20260227_135159.json,ok,
trunc_approx,1024,fp8,fp32,8.32168061149127,3074.02734375,14656175424,4767744,1164,413.6875410079956,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp8_s-fp32/run_20260227_135852.json,ok,
trunc_approx,1024,fp8,fp16,8.32440601510079,3073.0390625,14651463552,4767744,1164,418.1052043437958,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp8_s-fp16/run_20260227_140551.json,ok,
trunc_approx,1024,fp8,fp8,8.345643044567034,3072.541015625,14649088992,4767744,1164,417.80630373954773,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp8_s-fp8/run_20260227_141249.json,ok,
trunc_approx,1024,q4_0,fp32,8.705524116014459,1922.03515625,9163771584,4767744,1164,462.55430603027344,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q4_0_s-fp32/run_20260227_142031.json,ok,
trunc_approx,1024,q4_0,fp16,8.721140684926892,1921.046875,9159059712,4767744,1164,469.60302209854126,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q4_0_s-fp16/run_20260227_142821.json,ok,
trunc_approx,1024,q4_0,fp8,8.729818955360285,1920.548828125,9156685152,4767744,1164,417.733651638031,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q4_0_s-fp8/run_20260227_143519.json,ok,
trunc_approx,1024,nf4,fp32,8.719203164589603,1730.03515625,8248364736,4767744,1164,405.4226801395416,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-nf4_s-fp32/run_20260227_144205.json,ok,
trunc_approx,1024,nf4,fp16,8.706291996929718,1729.046875,8243652864,4767744,1164,489.4051606655121,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-nf4_s-fp16/run_20260227_145014.json,ok,
trunc_approx,1024,nf4,fp8,8.738882464626744,1728.548828125,8241278304,4767744,1164,411.06981086730957,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-nf4_s-fp8/run_20260227_145706.json,ok,
trunc_approx,1024,mxfp4,fp32,9.138301818915883,1634.03515625,7790661312,4767744,1164,416.5089781284332,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-mxfp4_s-fp32/run_20260227_150402.json,ok,
trunc_approx,1024,mxfp4,fp16,9.114477162645409,1633.046875,7785949440,4767744,1164,429.3237919807434,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-mxfp4_s-fp16/run_20260227_151112.json,ok,
trunc_approx,1024,mxfp4,fp8,9.155577185740814,1632.548828125,7783574880,4767744,1164,416.5522835254669,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-mxfp4_s-fp8/run_20260227_151808.json,ok,
trunc_approx,1024,nf4_dq,fp32,8.701874542191282,1586.0390625,7561828224,4767744,1164,410.18879318237305,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-nf4_dq_s-fp32/run_20260227_152459.json,ok,
trunc_approx,1024,nf4_dq,fp16,8.71930442021483,1585.05078125,7557116352,4767744,1164,412.7229721546173,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-nf4_dq_s-fp16/run_20260227_153152.json,ok,
trunc_approx,1024,nf4_dq,fp8,8.744412946227365,1584.552734375,7554741792,4767744,1164,412.87216544151306,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-nf4_dq_s-fp8/run_20260227_153845.json,ok,
trunc_approx,1024,q2_k,fp32,66.7791443409505,1010.03125,4815570432,4767744,1164,464.3250641822815,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q2_k_s-fp32/run_20260227_154629.json,ok,
trunc_approx,1024,q2_k,fp16,61.22488420227288,1009.04296875,4810858560,4767744,1164,464.99767899513245,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q2_k_s-fp16/run_20260227_155414.json,ok,
trunc_approx,1024,q2_k,fp8,66.01234480333814,1008.544921875,4808484000,4767744,1164,463.71108198165894,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q2_k_s-fp8/run_20260227_160158.json,ok,
